id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4498688,"Large, Immaculate Brooklyn 2 BR apt, sleeps 4-5",12881527,Tanya,Brooklyn,Bedford-Stuyvesant,40.684,-73.95002,Entire home/apt,227,1,17,2018-08-27,0.31,1,362
4498927,Manhattan townhouse near subway,23334165,Patricia,Manhattan,Harlem,40.82257,-73.94543,Entire home/apt,300,5,91,2019-06-21,1.65,3,288
4499097,Upper West Side Studio doorman bld,23334541,Josh,Manhattan,Upper West Side,40.77998,-73.98462,Entire home/apt,130,2,17,2019-05-27,0.37,1,2
4499976,Large Sunny 2 Bedroom + den - UWS,23338742,Aneela,Manhattan,Upper West Side,40.78878,-73.97386,Entire home/apt,225,30,17,2018-06-15,0.31,1,179
4500272,"HUGE STUDIO-Cozy,Centrally Located!",2829908,Rahul,Manhattan,Murray Hill,40.74685,-73.97598,Entire home/apt,149,2,1,2016-01-01,0.02,1,0
4500615,"Chelsea, balcony and 2 bedrooms!",6519939,Raj,Manhattan,Chelsea,40.75005,-73.99718,Entire home/apt,320,3,0,,,1,0
4500897,Cozy Brooklyn Apartment!,2781725,Julia,Brooklyn,Kensington,40.64687,-73.98182,Entire home/apt,115,7,6,2018-08-19,0.11,1,183
4502545,XL off Fifth Avenue & Central Park,23084155,Stefani,Manhattan,Upper East Side,40.7671,-73.96968,Entire home/apt,275,2,20,2019-01-02,0.45,1,0
4503472,Park Slope Home away from Home,23353897,Barbara,Brooklyn,Park Slope,40.66763,-73.98156,Entire home/apt,163,4,58,2019-05-29,1.38,1,132
4504493,Studio Apartment- Furnished,10303277,Alexis,Brooklyn,Fort Greene,40.69059,-73.97853,Entire home/apt,110,5,0,,,1,0
4507262,Luxurious Village 1 bed!,2282450,Philip,Manhattan,West Village,40.73553,-74.00546,Entire home/apt,247,2,21,2018-05-02,0.41,2,173
4508885,Upper West Apartment Block Away from Central Park!,301549,Michelle,Manhattan,Upper West Side,40.76885,-73.98254,Entire home/apt,180,14,0,,,1,0
4509500,Prime Chelsea~XL1Br~Terrace~Sleeps4,2119276,Host,Manhattan,Chelsea,40.73984,-74.0006,Entire home/apt,150,30,7,2019-06-14,0.15,39,339
4509560,Reno Studio Gramercy~Sleeps3!,2119276,Host,Manhattan,Gramercy,40.73505,-73.98212,Entire home/apt,140,30,9,2018-08-11,0.17,39,344
4509664,2BR - Great West Village Location,23383529,Joseph,Manhattan,West Village,40.73277,-74.00413,Entire home/apt,205,2,6,2016-03-27,0.13,1,0
4512045,Beautiful Exposed Brick Studio Loft,13282162,Manuel,Manhattan,Upper West Side,40.78294,-73.98474,Entire home/apt,148,3,35,2019-07-01,0.63,1,207
4513084,Beautiful Sunny Private Penthouse Suite,23401472,Heather,Manhattan,Harlem,40.82624,-73.94527,Entire home/apt,150,30,1,2016-07-30,0.03,2,244
4513190,Beautiful 1 Bedroom Apt,23401743,Ticemen,Manhattan,East Harlem,40.79917,-73.93995,Entire home/apt,195,2,0,,,1,0
4517177,1 bedroom apt 1 stop from Manhattan,23419852,Gazelle,Queens,Long Island City,40.74236,-73.95641,Entire home/apt,170,2,84,2019-05-28,1.51,1,178
4517848,"Landmark 1 Bedroom has 2 beds, Free WiFi",7245581,Michael,Manhattan,Washington Heights,40.83335,-73.94048,Entire home/apt,67,74,7,2018-08-31,0.14,19,251
4518242,Zen MiniPalace Astoria,23424461,Alex,Queens,Astoria,40.76369,-73.91601,Entire home/apt,80,1,3,2016-01-02,0.05,1,0
4525475,"Manhattan, UWS, Bright, 1BR, & Loft",12149644,Brandon,Manhattan,Upper West Side,40.78304,-73.98146,Entire home/apt,125,1,0,,,1,0
4525589,Spacious studio apt in Jackson Hts,20627511,Mark,Queens,Jackson Heights,40.75034,-73.89215,Entire home/apt,90,3,0,,,1,0
4530085,Cosy East Village apartment!,2277244,Victoria,Manhattan,East Village,40.72949,-73.97894,Entire home/apt,180,1,2,2016-05-28,0.05,1,0
4530160,Large apt in heart of Williamsburg,9997747,Devon,Brooklyn,Williamsburg,40.71906,-73.95798,Entire home/apt,200,3,7,2016-06-27,0.12,1,0
4530432,Landmark Parlor Studio near train has 2 beds.,7245581,Michael,Manhattan,Washington Heights,40.83488,-73.93843,Entire home/apt,66,180,7,2018-12-16,0.14,19,330
4531802,Sunny East Village 1 Bedroom,6197480,Christine,Manhattan,East Village,40.72568,-73.98823,Entire home/apt,200,2,0,,,1,0
4532435,Beautiful 2 Bedroom Apartment in Williamsburg,13888249,Omer,Brooklyn,Williamsburg,40.70798,-73.95374,Entire home/apt,165,3,15,2018-05-12,0.27,2,158
4533010,Spacious Manhattan One Bedroom Apt,23503432,Luke,Manhattan,Washington Heights,40.8552,-73.93354,Entire home/apt,80,1,150,2019-06-28,2.68,1,35
4537520,1 bdrm apartment in boerum hill!,8737911,Laura,Brooklyn,Boerum Hill,40.6875,-73.99027,Entire home/apt,125,1,2,2015-01-01,0.04,1,0
4538238,Sunny studio apartment in the heart of Manhattan,3473330,Shira,Manhattan,Kips Bay,40.7401,-73.97994,Entire home/apt,150,2,23,2018-10-28,0.41,1,12
4538274,"Country Vibe, Big City Feel",23532244,Wendy,Queens,Astoria,40.77002,-73.91498,Entire home/apt,100,2,18,2019-05-27,0.38,1,83
4538901,Entire Apt. in E. Williamsburg,4806989,Ava,Brooklyn,Williamsburg,40.70826,-73.94059,Entire home/apt,189,1,0,,,1,0
4539483,Colorful Studio Near Columbia Univ.,2968247,Lauren,Manhattan,Harlem,40.80583,-73.95712,Entire home/apt,99,3,18,2017-08-26,0.33,1,0
4539520,Spacious 1 Bedroom in Bohemian Comfort,23538896,DeeDee,Brooklyn,Crown Heights,40.67771,-73.96286,Entire home/apt,167,4,6,2019-01-02,0.12,1,0
4539906,"Bright 1BR, central location",23540800,Carl,Manhattan,Hell's Kitchen,40.75381,-73.99491,Entire home/apt,205,2,0,,,1,0
4541102,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",23548583,Shari,Brooklyn,East Flatbush,40.65262,-73.94211,Entire home/apt,109,30,23,2019-05-01,0.44,2,221
4541187,Cozy 1BR Apartment in Astoria,23185328,Deniz,Queens,Ditmars Steinway,40.77672,-73.90878,Entire home/apt,127,2,12,2016-11-23,0.25,2,0
4545882,Amazing studio/Loft with a backyard,23569951,Kaveh,Manhattan,Upper East Side,40.7811,-73.94567,Entire home/apt,220,3,28,2019-05-23,0.5,1,293
4546721,Large 1 bdrm near L in Williamsburg,23573737,Michelle,Brooklyn,Williamsburg,40.71171,-73.94575,Entire home/apt,120,5,1,2014-12-31,0.02,1,0
4547273,Beautiful Spacious Studio By Park,10411359,Alison,Manhattan,Upper West Side,40.78316,-73.97269,Entire home/apt,120,3,33,2019-07-01,0.62,1,0
4549155,Quaint Brownstone with Garden,1443186,Ash,Manhattan,East Harlem,40.80985,-73.93919,Entire home/apt,108,4,3,2016-08-29,0.07,1,0
4549248,Cozy One Bedroom in Williamsburg!,22089583,Cesar,Brooklyn,Williamsburg,40.71901,-73.95618,Entire home/apt,200,3,3,2015-10-22,0.05,1,0
4549930,Charming apt close to everything!,19196381,Kimia,Manhattan,Upper East Side,40.77127,-73.95108,Entire home/apt,150,3,74,2019-05-27,1.33,1,263
4550494,"2BR, 2 Full Bath, SPACE, Short term monthly",785283,Melinda,Queens,Ditmars Steinway,40.77648,-73.91595,Entire home/apt,150,28,50,2019-05-05,0.89,2,38
4554473,"Bright and Spacious, near the Park",20042936,Yarimar,Brooklyn,Prospect Heights,40.67376,-73.96373,Entire home/apt,120,5,1,2016-05-17,0.03,1,0
4554577,Bright and Cheerful Prospect Heights 1-bedroom,22568612,Ilana,Brooklyn,Prospect Heights,40.6803,-73.97185,Entire home/apt,115,6,3,2017-08-27,0.06,1,0
4555241,"Clean, Cozy, Close to City (15min)",23342410,Amy,Queens,Long Island City,40.75985,-73.92979,Entire home/apt,99,2,0,,,1,0
4555470,Lovely One Bedroom Heart Of Astoria,22348314,Mike,Queens,Astoria,40.76542,-73.92115,Entire home/apt,105,25,14,2018-07-31,0.27,1,277
4557206,Cozy 1BD Apartment near Manhattan,6246089,Sara,Queens,Astoria,40.76587,-73.92157,Entire home/apt,125,5,27,2019-06-05,0.5,1,2
4557370,Holiday in Manhattan!  Great Views!,7257731,Anna,Manhattan,Inwood,40.86335,-73.92822,Entire home/apt,90,7,7,2019-06-21,0.15,1,249
4558046,Spacious Studio in Brooklyn,23629361,Paris,Brooklyn,Crown Heights,40.66953,-73.92686,Entire home/apt,80,7,0,,,1,0
4563401,MIDTOWN APARTMENT WITH SPECTACULAR VIEW,22885233,Peter,Manhattan,Hell's Kitchen,40.76575,-73.99241,Entire home/apt,215,6,39,2019-06-01,1.57,1,24
4564292,HEART of NEW YORK // ﾆｭｰﾖｰｸの中心,23659408,Marcello,Manhattan,Hell's Kitchen,40.75811,-73.99073,Entire home/apt,107,21,193,2017-10-27,3.42,1,310
4564840,"Woodsy-chic Lofted 1BR, Office, AC",1019170,Sebastian,Manhattan,East Village,40.72312,-73.98255,Entire home/apt,175,2,81,2018-06-27,1.59,1,0
4565734,Spacious 2 Bedroom + Study,54712,Nick,Brooklyn,Greenpoint,40.73351,-73.95459,Entire home/apt,245,3,0,,,2,280
4566340,Spacious 2BR Greenpoint Getaway,54712,Nick,Brooklyn,Greenpoint,40.73455,-73.95489,Entire home/apt,245,3,0,,,2,0
4566571,Penthouse loft with private patio,3814458,Ole,Manhattan,Midtown,40.75186,-73.98557,Entire home/apt,450,3,12,2016-04-10,0.23,1,0
4566989,10 Minutes From Manhattan,23673285,Marisa,Queens,Astoria,40.76413,-73.92374,Entire home/apt,98,6,38,2019-06-02,0.67,1,306
4567518,Cozy 2BD Near Columbia Univ,23671946,Yonatan,Manhattan,Morningside Heights,40.81473,-73.96039,Entire home/apt,160,4,10,2019-06-02,0.43,2,0
4567703,2 Bdr Cozy Apartment in Park Slope,22935835,Gislane,Brooklyn,South Slope,40.66616,-73.99009,Entire home/apt,150,2,0,,,1,0
4567765,★3BR/2BA Amazing East Village Penthouse+Pvt Terr★,1277144,T.,Manhattan,East Village,40.72809,-73.98188,Entire home/apt,299,2,63,2019-06-01,1.15,1,210
4571925,Funky East Village Garden Apt.,23699355,Harmony And Eric,Manhattan,East Village,40.7309,-73.98785,Entire home/apt,165,2,40,2016-06-29,0.73,1,0
4572225,Columbia UWS 1BD Apt-Quiet & Comfy,14768898,Yiyi,Manhattan,Morningside Heights,40.80747,-73.9603,Entire home/apt,145,1,12,2015-09-08,0.21,1,0
4573728,Cool & Cozy 2B/1BA in prime LES!,23708028,Ivan,Manhattan,Lower East Side,40.72058,-73.98674,Entire home/apt,239,3,145,2019-06-30,2.63,1,1
4576206,Brooklyn Brownstone Beauty,22017065,Marycatherine,Brooklyn,Prospect Heights,40.68137,-73.97081,Entire home/apt,250,3,27,2019-07-05,0.49,1,266
4576821,"Charming apt. in Brooklyn, New York",4362140,María,Brooklyn,Bedford-Stuyvesant,40.68798,-73.95678,Entire home/apt,140,3,11,2015-09-22,0.2,1,0
4578471,CHARMING 1-BD w CITY VIEWS,4263114,LeeAnne,Manhattan,Hell's Kitchen,40.76612,-73.99324,Entire home/apt,125,5,5,2015-08-24,0.09,1,0
4582684,Comfortable one bedroom with patio,23754530,Josh,Brooklyn,Fort Greene,40.68859,-73.9767,Entire home/apt,150,2,99,2019-06-29,1.77,1,246
4582781,Prime Williamsburg duplex Bedford L,6780571,Julia,Brooklyn,Williamsburg,40.71765,-73.95772,Entire home/apt,220,2,79,2019-06-25,1.62,1,143
4582785,Between Central Park and the Subway,13161042,Tom,Manhattan,Upper East Side,40.78555,-73.95311,Entire home/apt,180,2,18,2017-07-30,0.33,1,0
4585734,"NYC, Modern and Spacious Apt fits 6",23208658,Iryna,Manhattan,East Harlem,40.79826,-73.94145,Entire home/apt,260,3,20,2019-06-20,2.74,3,283
4587321,Bright 3 bdrm in East Village,23778946,Katie,Manhattan,East Village,40.72523,-73.97999,Entire home/apt,400,3,1,2015-01-02,0.02,1,0
4587905,New 2 br Apt Williamsburg,3693416,Carolina,Brooklyn,Greenpoint,40.72214,-73.94835,Entire home/apt,450,1,0,,,1,0
4588273,"UWS Penthouse, Amazing Deck",1500858,Adrienne,Manhattan,Upper West Side,40.77926,-73.97877,Entire home/apt,225,30,7,2015-06-18,0.13,1,173
4588678,Gorgeous bohemian  Apt. in a Brownstone,66286,Liat,Brooklyn,Bedford-Stuyvesant,40.68596,-73.94068,Entire home/apt,100,2,2,2017-08-08,0.05,2,0
4588689,One Bedroom East Village New York,5926785,Cynthia,Manhattan,East Village,40.72556,-73.98504,Entire home/apt,205,1,0,,,1,0
4593609,1 Bedroom Apt in Hell's Kitchen !,23810895,Scott & Ellyn,Manhattan,Hell's Kitchen,40.7592,-73.98902,Entire home/apt,150,2,42,2019-06-18,0.76,1,258
4593770,Sunny & spacious 1 bedroom gem!,23812318,Chelsea,Queens,Jackson Heights,40.75401,-73.88236,Entire home/apt,100,2,21,2019-04-08,0.38,1,124
4593939,Charming and Convenient Garden Apt,5050537,Melissa,Brooklyn,Bedford-Stuyvesant,40.68402,-73.94164,Entire home/apt,69,1,40,2019-06-19,0.83,1,3
4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,40.78302,-73.94647,Entire home/apt,110,30,12,2019-02-18,0.27,15,332
4594620,Spacious Full 2br Holiday Home ,1520215,Brad,Brooklyn,Boerum Hill,40.68598,-73.98004,Entire home/apt,250,3,0,,,1,0
4598265,"Hamilton Hts Beauty, Manhattan 1 BR",23834677,Kumar,Manhattan,Harlem,40.82863,-73.94358,Entire home/apt,155,1,242,2019-06-30,4.4,2,238
4600556,Beautiful 2 BR Apt UES- Min 30 Days,15310997,Mor,Manhattan,Upper East Side,40.78318,-73.94556,Entire home/apt,300,30,10,2019-02-28,0.19,9,331
4602440,Great 2 bedroom Greenpoint BK,6949069,Laura,Brooklyn,Greenpoint,40.72403,-73.95055,Entire home/apt,175,4,2,2015-12-30,0.04,1,0
4603012,Spacious 1BR Apt in Greenpoint,45609,Sean,Brooklyn,Greenpoint,40.73132,-73.95831,Entire home/apt,149,15,22,2019-04-30,0.39,1,0
4606017,Studio with Loft bed by the river,23867361,Kurt,Manhattan,Upper West Side,40.79284,-73.97675,Entire home/apt,129,12,20,2019-05-01,0.37,1,193
4606385,Coziest 2BD Brownstone in Jefftown,3184878,Maggie,Brooklyn,Bushwick,40.70545,-73.91929,Entire home/apt,150,1,1,2015-03-17,0.02,1,0
4606473,Radiant 2bed E Village Apartment,23862900,Cecily,Manhattan,East Village,40.72887,-73.98633,Entire home/apt,219,5,1,2014-12-26,0.02,1,0
4606614,Uptown Convenience & Comfort,23870076,Sam,Manhattan,Morningside Heights,40.80549,-73.96393,Entire home/apt,185,3,10,2018-08-24,0.38,1,0
4611004,Christmas Harlem! Duplex,626876,Kimberly,Manhattan,Washington Heights,40.83653,-73.94277,Entire home/apt,350,3,0,,,3,0
4611203,Large 1 bedroom apt - can sleep 4,11702175,Meghan,Manhattan,East Harlem,40.79038,-73.94412,Entire home/apt,170,3,6,2017-01-01,0.11,1,0
4613154,New York City Studio,23899573,Oscar,Manhattan,Hell's Kitchen,40.76679,-73.98598,Entire home/apt,150,7,23,2016-06-26,0.42,1,0
4614091,"Big Kitchen, Beautiful Bathroom",16437254,Benjamin,Brooklyn,Sunset Park,40.6642,-73.99322,Entire home/apt,172,30,5,2019-06-25,0.09,21,328
4614435,Bright Studio on Riverside Park,8530836,Katarina,Manhattan,Harlem,40.82458,-73.95223,Entire home/apt,100,4,5,2017-09-25,0.09,1,105
4614838,"2 Bedroom, 1 Bath Hell's Kitchen",1698391,Pat,Manhattan,Hell's Kitchen,40.76142,-73.99177,Entire home/apt,272,2,7,2019-04-30,0.13,3,277
4615887,Lofted duplex in Kips Bay,23073152,Cara,Manhattan,Kips Bay,40.7396,-73.98228,Entire home/apt,350,2,0,,,1,0
4616452,Upper East Side Spacious 2 Bedrooms,23915731,Helene,Manhattan,Upper East Side,40.77439,-73.94965,Entire home/apt,249,3,1,2016-07-19,0.03,1,0
4616700,Cozy sun drenched 2br Fort Greene,1403669,Simone,Brooklyn,Fort Greene,40.68547,-73.96886,Entire home/apt,180,4,20,2018-09-05,0.39,1,208
4619579,One bedroom loft in West Village ,23929065,Eli,Manhattan,West Village,40.73173,-74.00904,Entire home/apt,450,3,0,,,1,0
4620505,1br - Williamsburg Luxury Sublet ,12511067,Jaclyn,Brooklyn,Williamsburg,40.718,-73.95344,Entire home/apt,95,1,0,,,1,0
4620962,Beautiful one bedroom apt 850 sqf!!,21685221,Sael,Manhattan,Upper West Side,40.79293,-73.97126,Entire home/apt,199,1,0,,,1,0
4621213,"Cozy 2 bedroom, near Central Park",23899821,Maria,Manhattan,Upper West Side,40.78604,-73.97363,Entire home/apt,260,2,54,2019-07-01,0.98,1,16
4621217,Gramercy~New 1BR~Sleeps4~Rono~,2119276,Host,Manhattan,Gramercy,40.73346,-73.98216,Entire home/apt,140,30,7,2018-09-10,0.13,39,332
4621713,Prime Union Square! Large 1BR~Great value,2119276,Host,Manhattan,Gramercy,40.7339,-73.98548,Entire home/apt,185,30,5,2019-01-24,0.1,39,1
4621923,Spacious 1BD in lovely Clinton Hill,7947211,Meredith,Brooklyn,Prospect Heights,40.68153,-73.96669,Entire home/apt,126,1,44,2019-07-02,0.78,1,7
4622869,Huge LES 3 BD 3 BA Elevator + Patio,2593268,Rose,Manhattan,Chinatown,40.7157,-73.99094,Entire home/apt,399,2,122,2019-06-15,2.24,1,109
4623217,Bright and Charming Studio East V.,23945185,Natalia,Manhattan,East Village,40.726,-73.97773,Entire home/apt,100,7,6,2016-03-02,0.11,1,0
4623635,Historic Brownstone Duplex,1136842,Amanda,Brooklyn,Fort Greene,40.69249,-73.97068,Entire home/apt,225,7,3,2019-01-01,0.05,1,44
4623696,Great deal in Heart of Greenpoint,2378231,Romy,Brooklyn,Greenpoint,40.73108,-73.95416,Entire home/apt,85,4,4,2015-12-29,0.07,1,0
4623771,Bright + Cheerful Apt- the Real NYC,23267314,Millie,Manhattan,East Harlem,40.79127,-73.94431,Entire home/apt,147,2,45,2019-05-15,0.92,2,154
4624657,Modern Duplex with yard  in Bedstuy,23952819,Jason,Brooklyn,Bedford-Stuyvesant,40.68589,-73.93286,Entire home/apt,500,1,1,2015-08-30,0.02,2,362
4628603,Bright and Sunny Williamsburg Oasis,6465286,Masha,Brooklyn,Williamsburg,40.71191,-73.96376,Entire home/apt,180,3,103,2019-06-06,1.92,2,0
4629211,Brooklyn - Funky 1 Bedroom,3754729,Mike,Brooklyn,Bushwick,40.69087,-73.90917,Entire home/apt,122,3,48,2019-06-04,0.87,1,256
4629359,"ENTIRE home - Modern, huge, sunny 2BD",23974215,Alex,Manhattan,Harlem,40.80797,-73.95181,Entire home/apt,105,3,29,2019-03-20,0.52,2,0
4629726,Sunny Studio,23971405,Monica,Queens,Kew Gardens,40.70705,-73.83346,Entire home/apt,100,2,1,2016-01-02,0.02,1,0
4629870,"Super Quiet, Private Patio",16437254,Benjamin,Brooklyn,Boerum Hill,40.68851,-73.98655,Entire home/apt,130,30,3,2017-09-03,0.07,21,312
4635425,Modern Studio with Loft in the LES.,23876129,Juan Carlos,Manhattan,Chinatown,40.71648,-73.9912,Entire home/apt,175,4,57,2017-03-02,1.04,1,0
4636643,"Sunny, Spacious 1 Bdrm in E. Vil.",24007762,Kate,Manhattan,East Village,40.72639,-73.98827,Entire home/apt,125,1,8,2018-03-02,0.15,1,0
4637014,法拉盛中心温馨两房两厅公寓｡近一切｡2 br close to everything,12459436,Zena,Queens,Flushing,40.75398,-73.82778,Entire home/apt,119,3,26,2019-06-30,0.46,2,319
4637053,Beautiful Astoria apt next to Mtan,24009463,Vadim,Queens,Astoria,40.76794,-73.93413,Entire home/apt,150,3,149,2019-07-06,2.71,2,133
4637146,Gorgeous Parlor Floor Suite near Subway,1755097,Jay,Brooklyn,Bedford-Stuyvesant,40.69084,-73.93079,Entire home/apt,115,2,214,2019-06-21,4.07,2,108
4639746,Charming Studio in Carroll Gardens,6470787,Franklin,Brooklyn,Carroll Gardens,40.68244,-73.99539,Entire home/apt,100,3,15,2016-06-13,0.27,1,0
4641406,Cozy Loft-Style Studio Near Subway ,17281607,Alexis,Manhattan,Harlem,40.80297,-73.95537,Entire home/apt,100,7,2,2016-01-05,0.04,1,0
4642539,Spacious 2 BDRM near Times Square,5025692,Annika,Manhattan,Hell's Kitchen,40.7616,-73.99677,Entire home/apt,225,5,13,2018-09-28,0.24,1,0
4642913,Spacious Bright and Airy,16035346,Jonathan,Brooklyn,Windsor Terrace,40.65057,-73.97858,Entire home/apt,120,7,23,2019-01-05,0.41,1,196
4643192,Quiet 1 Bedroom near Union Square,6694436,Itai,Manhattan,Gramercy,40.73533,-73.98384,Entire home/apt,139,2,5,2016-05-10,0.11,1,0
4643199,NEW! 2-BR Apt with Whirlpool Tub,13347167,AFI Apartments,Manhattan,Upper East Side,40.77167,-73.95735,Entire home/apt,142,30,3,2018-12-31,0.09,29,321
4643295,Great one bedroom loft space in Manhattan,8555319,Simsim,Manhattan,Chinatown,40.71399,-73.99744,Entire home/apt,140,4,13,2019-04-29,0.65,1,0
4644632,"Brooklyn Life, Easy to Manhattan (30+ Days only)",10992588,Joni,Brooklyn,Bedford-Stuyvesant,40.68797,-73.94696,Entire home/apt,130,200,271,2019-07-03,4.84,2,64
4644669,Upper East Side,24046558,M David,Manhattan,Upper East Side,40.76358,-73.96464,Entire home/apt,325,5,64,2019-06-08,1.15,1,330
4644688,2 Bedroom New York Charmer,16927633,Lee,Manhattan,Hell's Kitchen,40.76198,-73.98718,Entire home/apt,350,2,9,2016-07-12,0.21,1,0
4644828,Hip&Central! Charming Williamsburg!,805843,Johnny,Brooklyn,Williamsburg,40.71745,-73.95961,Entire home/apt,175,2,5,2017-01-06,0.12,1,0
4645319,Beautiful private unit in the heart of Brooklyn,2520125,Katja,Brooklyn,East New York,40.66171,-73.89891,Entire home/apt,69,4,159,2019-06-23,3.25,2,48
4649468,BRIGHT!-STEPS TO PARK!-SUBWAY OUTSIDE!-FITS 4!,2592109,Lia,Manhattan,Upper East Side,40.76904,-73.95902,Entire home/apt,160,14,20,2019-06-20,0.37,1,43
4650123,"Stunning Lower East 2 Bed, Live New York Style!",6230230,John,Manhattan,Lower East Side,40.71927,-73.98511,Entire home/apt,109,3,42,2019-06-13,1.13,3,7
4651354,Lower East Side True 1 BR,24020050,Max,Manhattan,Chinatown,40.71566,-73.99076,Entire home/apt,189,4,25,2019-04-15,0.48,1,191
4651486,Prospect Park 2BR Near MANHATTAN!!!,2563415,Anthony,Brooklyn,Prospect-Lefferts Gardens,40.655,-73.96109,Entire home/apt,125,3,56,2019-06-16,2.42,1,19
4653508,1 BR in shiny new building + bikes!,6349214,David,Brooklyn,Fort Greene,40.69492,-73.97061,Entire home/apt,160,3,4,2017-12-30,0.07,1,0
4654785,"Parkslope, 1 bdrm, steps to subway",24094211,Rebecca,Brooklyn,Park Slope,40.67256,-73.97229,Entire home/apt,115,5,4,2017-01-02,0.08,1,0
4656361,"Large, Cozy One Bedroom Apartment",8291260,Elizabeth,Manhattan,Washington Heights,40.85171,-73.92894,Entire home/apt,80,3,31,2019-06-29,0.56,1,68
4658293,Luxury 1BD apt by Prospect Park,7518105,Dan & Michelle,Brooklyn,Windsor Terrace,40.64961,-73.97465,Entire home/apt,198,2,7,2017-06-04,0.13,1,0
4659046,Large eclectic studio East Village,1420868,Oksana,Manhattan,East Village,40.7257,-73.9795,Entire home/apt,230,1,46,2019-05-10,0.84,1,353
4659285,Manhattan! Bunk beds for 10+,23334165,Patricia,Manhattan,Harlem,40.82396,-73.94388,Entire home/apt,450,5,81,2019-06-09,1.48,3,303
4660022,Best Block Clean Luxury Loft in SoHo,745486,Re,Manhattan,SoHo,40.72592,-73.99933,Entire home/apt,895,1,66,2019-06-24,1.18,1,365
4660633,Quiet and cozy 2BR. Great location!,4517642,Kali,Manhattan,Morningside Heights,40.8104,-73.95977,Entire home/apt,170,3,6,2016-05-23,0.11,1,0
4660964,"Cozy 1BR, 5 minutes from the train",24118443,Megan,Brooklyn,Williamsburg,40.7193,-73.94502,Entire home/apt,140,2,18,2018-12-28,0.33,1,0
4662889,Pre-War Apt on Central Park West!,24041562,Darren,Manhattan,Upper West Side,40.78697,-73.96929,Entire home/apt,600,5,6,2016-08-05,0.11,1,0
4663122,Beautiful 2 Bdrm Duplex w Backyard,16018853,Sasha,Brooklyn,Clinton Hill,40.69289,-73.96701,Entire home/apt,195,4,0,,,1,0
4666584,Unique 2 Bed/2 Bath Duplex Apt,24144577,Bill,Manhattan,Harlem,40.80382,-73.94476,Entire home/apt,275,3,41,2019-05-12,0.79,1,258
4667046,Idy Safe Secure mins to Times Square 5*,24146326,Julien,Queens,Astoria,40.76638,-73.93236,Entire home/apt,195,3,86,2019-06-08,1.69,2,248
4667148,1 Bdrm in Greenwich Village,2312420,Marie-Claire,Manhattan,West Village,40.73317,-74.00118,Entire home/apt,125,30,31,2019-05-12,0.83,2,346
4667707,Beautifully Furnished 1 BR w/Office,24149026,Nychele,Bronx,Concourse Village,40.82393,-73.92414,Entire home/apt,145,5,1,2016-01-02,0.02,1,0
4668252,Furnished studioA UES (30 days MIN),23772724,Elem,Manhattan,Upper East Side,40.77388,-73.95343,Entire home/apt,99,30,15,2019-04-30,0.31,15,341
4671552,Garden Level Brooklyn Brownstone,10860081,Hillary,Brooklyn,Clinton Hill,40.68241,-73.96354,Entire home/apt,130,1,9,2015-12-27,0.16,1,0
4671712,Spacious luxury loft Downtown NYC,1901846,Andre,Manhattan,Lower East Side,40.7136,-73.98936,Entire home/apt,115,3,8,2016-07-19,0.16,1,0
4672445,West Village upscale apartment,966461,Jon,Manhattan,West Village,40.73814,-74.00047,Entire home/apt,199,4,108,2019-06-08,1.93,1,162
4672452,"Great bright 1BR,in true BK style",3108161,Michelle,Brooklyn,Williamsburg,40.71596,-73.95876,Entire home/apt,170,3,22,2017-09-26,0.4,1,0
4677056,"1,200 sq/ft loft +private backyard ",10476487,Avi,Manhattan,SoHo,40.72632,-74.00749,Entire home/apt,385,3,1,2015-02-16,0.02,1,365
4677469,Cozy 1-BDR apartment on Manhattan,24191104,Timur,Manhattan,Morningside Heights,40.81099,-73.95759,Entire home/apt,125,4,0,,,1,0
4678514,Cozy 1BR in the heart of Harlem,23939128,Mariela,Manhattan,Harlem,40.8136,-73.94999,Entire home/apt,80,5,5,2017-11-23,0.1,1,0
4678742,2 Bedroom West Village Manhattan,24195790,Patrick,Manhattan,Greenwich Village,40.73444,-73.99761,Entire home/apt,600,1,0,,,1,0
4678795,sunny & spacious one-bedroom ,24048208,Maura,Brooklyn,Bedford-Stuyvesant,40.6848,-73.95728,Entire home/apt,140,3,0,,,1,0
4681193,Entire Apt in Jackson Heights-25 min to Manhattan,24201950,Ceci,Queens,Jackson Heights,40.752,-73.88898,Entire home/apt,105,7,3,2019-06-27,0.17,1,141
4686678,LARGE GREAT STUDIO HELLS KITCHEN,7759020,Valmik,Manhattan,Hell's Kitchen,40.76663,-73.9895,Entire home/apt,150,1,3,2015-06-08,0.05,1,0
4687896,Adelphi Garden Apartment,24236837,Faye,Brooklyn,Fort Greene,40.69549,-73.97144,Entire home/apt,80,30,6,2017-05-31,0.11,1,187
4688418,Spacious 2BR in UES - 30 DAYS MIN,23772724,Elem,Manhattan,Upper East Side,40.7734,-73.95357,Entire home/apt,99,30,6,2018-08-16,0.11,15,332
